============================================================
Time  2026/03/11 20:05:26 791 
============================================================
[2026/03/11 20:05:26 803] isr        1659 isr loaded!  
[2026/03/11 20:05:26 826] isr        1642 SYS_MSG_REGCB param0 =   msp_status_cb  param1 =   func(b802d6f0) 
[2026/03/11 20:05:26 880] isr        1537 ASR_MSG_SSB  
[2026/03/11 20:05:26 890] isr        1066 session_begin() [in], params:   sub = iat, domain = iat, language = zh_cn, accent = mandarin, sample_rate = 16000, result_type = plain, result_encoding = utf8  nil  
[2026/03/11 20:05:26 900] isr        927  vad_set [in]  
[2026/03/11 20:06:23 942] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:23 956] isr        1335 0  nil  2  
[2026/03/11 20:06:24 160] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:24 206] isr        1335 0  nil  2  
[2026/03/11 20:06:24 405] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:24 416] isr        1335 0  nil  2  
[2026/03/11 20:06:25 050] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:25 121] isr        1335 0  nil  2  
[2026/03/11 20:06:25 309] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:25 317] isr        1335 0  nil  2  
[2026/03/11 20:06:25 525] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:25 622] isr        1335 0  nil  2  
[2026/03/11 20:06:25 816] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:25 828] isr        1335 0  nil  2  
[2026/03/11 20:06:26 028] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:26 045] isr        1335 0  nil  2  
[2026/03/11 20:06:26 331] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:26 372] isr        1335 0  nil  2  
[2026/03/11 20:06:26 617] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:26 624] isr        1335 0  nil  2  
[2026/03/11 20:06:26 659] isr        1764 !!! isr session timeout  
[2026/03/11 20:06:26 832] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:06:26 852] isr        1335 10114  nil  2  
[2026/03/11 20:06:26 936] isr        1639 ASR_MSG_SSE,   cloud  
[2026/03/11 20:06:26 985] isr        1356 session_end() [in]  
[2026/03/11 20:06:27 014] isr        1421 cloud_session_end() [in]  
[2026/03/11 20:06:27 100] isr        1488 ns_host=  open.xf-yun.com  
[2026/03/11 20:06:27 170] isr        1514 cloud_session_end() [out]  
[2026/03/11 20:06:27 288] isr        1667 isr unload!  
============================================================
Time  2026/03/11 20:13:03 746 
============================================================
[2026/03/11 20:13:03 755] isr        1659 isr loaded!  
[2026/03/11 20:13:03 785] isr        1642 SYS_MSG_REGCB param0 =   msp_status_cb  param1 =   func(2402d6c0) 
[2026/03/11 20:13:03 828] isr        1537 ASR_MSG_SSB  
[2026/03/11 20:13:03 839] isr        1066 session_begin() [in], params:   sub = iat, domain = iat, language = zh_cn, accent = mandarin, sample_rate = 16000, result_type = plain, result_encoding = utf8  nil  
[2026/03/11 20:13:03 843] isr        927  vad_set [in]  
[2026/03/11 20:13:03 854] isr        962  vad_enable :  true  
[2026/03/11 20:13:03 865] isr        980  vad_bos :  10000  
[2026/03/11 20:13:03 877] isr        981  vad_eos :  2000  
[2026/03/11 20:13:03 881] isr        886  enable_vad [in]  
[2026/03/11 20:13:03 945] isr        918  vad enabled!  2000  10000  
[2026/03/11 20:13:03 952] isr        921  enable_vad [out]  
[2026/03/11 20:13:03 954] isr        987  vad_set [out] | ret =  0  
[2026/03/11 20:13:03 960] isr        1187 cur_engine_type =   cloud  
[2026/03/11 20:13:03 963] isr        1001 cloud_session_begin  
[2026/03/11 20:13:03 976] isr        1013 unknown  
[2026/03/11 20:13:04 260] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:04 288] isr        1559 6400  1  
[2026/03/11 20:13:04 340] isr        1569 once_bytes:   6400  
[2026/03/11 20:13:04 437] isr        851  [aud] speech start  
[2026/03/11 20:13:04 461] isr        798  1  msc  
[2026/03/11 20:13:04 507] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:04 538] isr        1559 6400  2  
[2026/03/11 20:13:04 689] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:04 721] isr        1559 6400  2  
[2026/03/11 20:13:05 165] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:05 178] isr        1559 6400  2  
[2026/03/11 20:13:05 688] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:05 708] isr        1559 6400  2  
[2026/03/11 20:13:05 812] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:05 844] isr        1559 6400  2  
[2026/03/11 20:13:06 246] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:06 274] isr        1559 6400  2  
[2026/03/11 20:13:06 810] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:06 857] isr        1559 6400  2  
[2026/03/11 20:13:07 081] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:07 126] isr        1559 6400  2  
[2026/03/11 20:13:07 645] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:07 674] isr        1559 6400  2  
[2026/03/11 20:13:07 755] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:07 846] isr        1559 6400  2  
[2026/03/11 20:13:08 209] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:08 304] isr        1559 6400  2  
[2026/03/11 20:13:09 114] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:09 177] isr        1559 6400  2  
[2026/03/11 20:13:09 374] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:09 401] isr        1559 6400  2  
[2026/03/11 20:13:09 739] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:09 773] isr        1559 6400  2  
[2026/03/11 20:13:10 073] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:10 132] isr        1559 6400  2  
[2026/03/11 20:13:11 073] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:11 088] isr        1559 6400  2  
[2026/03/11 20:13:11 258] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:11 311] isr        1559 6400  2  
[2026/03/11 20:13:11 737] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:11 863] isr        1559 6400  2  
[2026/03/11 20:13:12 044] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:12 153] isr        1559 6400  2  
[2026/03/11 20:13:12 557] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:12 581] isr        1559 6400  2  
[2026/03/11 20:13:12 749] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:12 776] isr        1559 6400  2  
[2026/03/11 20:13:13 090] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:13 152] isr        1559 6400  2  
[2026/03/11 20:13:13 336] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:13 364] isr        1559 6400  2  
[2026/03/11 20:13:13 567] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:13 569] isr        1559 6400  2  
[2026/03/11 20:13:13 830] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:13 871] isr        1559 6400  2  
[2026/03/11 20:13:14 032] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:14 081] isr        1559 6400  2  
[2026/03/11 20:13:14 214] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:14 263] isr        1559 6400  2  
[2026/03/11 20:13:14 618] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:14 644] isr        1559 6400  2  
[2026/03/11 20:13:14 844] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:14 870] isr        1559 6400  2  
[2026/03/11 20:13:15 070] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:15 180] isr        1559 6400  2  
[2026/03/11 20:13:15 450] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:15 472] isr        1559 6400  2  
[2026/03/11 20:13:15 650] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:15 680] isr        1559 6400  2  
[2026/03/11 20:13:15 905] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:15 917] isr        1559 6400  2  
[2026/03/11 20:13:15 974] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:16 016] isr        1559 6400  2  
[2026/03/11 20:13:16 294] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:16 312] isr        1559 6400  2  
[2026/03/11 20:13:16 459] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:16 476] isr        1559 6400  2  
[2026/03/11 20:13:16 721] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:16 733] isr        1559 6400  2  
[2026/03/11 20:13:16 880] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:16 882] isr        1559 6400  2  
[2026/03/11 20:13:17 264] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:17 281] isr        1559 6400  2  
[2026/03/11 20:13:18 970] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:19 044] isr        1559 6400  2  
[2026/03/11 20:13:19 139] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:19 155] isr        1559 6400  2  
[2026/03/11 20:13:19 266] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:19 283] isr        1559 6400  2  
[2026/03/11 20:13:19 613] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:19 635] isr        1559 6400  2  
[2026/03/11 20:13:19 908] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:19 996] isr        1559 6400  2  
[2026/03/11 20:13:20 192] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:20 275] isr        1559 6400  2  
[2026/03/11 20:13:20 397] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:20 501] isr        1559 6400  2  
[2026/03/11 20:13:20 711] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:20 730] isr        1559 6400  2  
[2026/03/11 20:13:20 860] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:20 869] isr        1559 6400  2  
[2026/03/11 20:13:20 969] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:20 985] isr        1559 6400  2  
[2026/03/11 20:13:22 149] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:22 153] isr        1559 6400  2  
[2026/03/11 20:13:22 358] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:22 374] isr        1559 6400  2  
[2026/03/11 20:13:22 681] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:22 690] isr        1559 6400  2  
[2026/03/11 20:13:22 756] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:22 761] isr        1559 6400  2  
[2026/03/11 20:13:23 187] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:23 212] isr        1559 6400  2  
[2026/03/11 20:13:23 364] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:23 391] isr        1559 6400  2  
[2026/03/11 20:13:23 613] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:23 664] isr        1559 6400  2  
[2026/03/11 20:13:23 781] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:23 794] isr        1559 6400  2  
[2026/03/11 20:13:23 899] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:23 979] isr        1559 6400  2  
[2026/03/11 20:13:24 132] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:24 144] isr        1559 6400  2  
[2026/03/11 20:13:24 359] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:24 364] isr        1559 6400  2  
[2026/03/11 20:13:24 889] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:24 918] isr        1559 6400  2  
[2026/03/11 20:13:24 977] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:25 004] isr        1559 6400  2  
[2026/03/11 20:13:25 196] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:25 234] isr        1559 6400  2  
[2026/03/11 20:13:25 526] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:25 539] isr        1559 6400  2  
[2026/03/11 20:13:25 707] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:25 715] isr        1559 6400  2  
[2026/03/11 20:13:26 113] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:26 128] isr        1559 6400  2  
[2026/03/11 20:13:26 218] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:26 241] isr        1559 6400  2  
[2026/03/11 20:13:26 465] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:26 549] isr        1559 6400  2  
[2026/03/11 20:13:26 611] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:26 638] isr        1559 6400  2  
[2026/03/11 20:13:27 173] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:27 250] isr        1559 6400  2  
[2026/03/11 20:13:27 421] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:27 462] isr        1559 6400  2  
[2026/03/11 20:13:27 534] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:27 570] isr        1559 6400  2  
[2026/03/11 20:13:27 869] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:27 936] isr        1559 6400  2  
[2026/03/11 20:13:28 020] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:28 064] isr        1559 6400  2  
[2026/03/11 20:13:28 202] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:28 218] isr        1559 6400  2  
[2026/03/11 20:13:28 390] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:28 420] isr        1559 6400  2  
[2026/03/11 20:13:28 912] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:28 923] isr        1559 6400  2  
[2026/03/11 20:13:29 006] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:29 010] isr        1559 6400  2  
[2026/03/11 20:13:29 365] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:29 379] isr        1559 6400  2  
[2026/03/11 20:13:29 520] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:29 529] isr        1559 6400  2  
[2026/03/11 20:13:29 623] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:29 626] isr        1559 6400  2  
[2026/03/11 20:13:30 044] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:30 072] isr        1559 6400  2  
[2026/03/11 20:13:30 264] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:30 309] isr        1559 6400  2  
[2026/03/11 20:13:30 536] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:30 550] isr        1559 6400  2  
[2026/03/11 20:13:31 014] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:31 022] isr        1559 6400  2  
[2026/03/11 20:13:31 189] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:31 207] isr        1559 6400  2  
[2026/03/11 20:13:31 479] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:31 508] isr        1559 6400  2  
[2026/03/11 20:13:31 661] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:31 666] isr        1559 6400  2  
[2026/03/11 20:13:32 139] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:32 195] isr        1559 6400  2  
[2026/03/11 20:13:32 319] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:32 326] isr        1559 6400  2  
[2026/03/11 20:13:32 472] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:32 482] isr        1559 6400  2  
[2026/03/11 20:13:32 722] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:32 756] isr        1559 6400  2  
[2026/03/11 20:13:32 845] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:32 854] isr        1559 6400  2  
[2026/03/11 20:13:33 018] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:33 179] isr        1559 6400  2  
[2026/03/11 20:13:33 337] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:33 358] isr        1559 6400  2  
[2026/03/11 20:13:33 530] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:33 560] isr        1559 6400  2  
[2026/03/11 20:13:33 639] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:33 661] isr        1559 6400  2  
[2026/03/11 20:13:34 044] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:34 090] isr        1559 6400  2  
[2026/03/11 20:13:34 258] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:34 273] isr        1559 6400  2  
[2026/03/11 20:13:34 392] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:34 430] isr        1559 6400  2  
[2026/03/11 20:13:34 639] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:34 648] isr        1559 6400  2  
[2026/03/11 20:13:34 810] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:34 824] isr        1559 6400  2  
[2026/03/11 20:13:35 022] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:35 038] isr        1559 6400  2  
[2026/03/11 20:13:35 159] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:35 169] isr        1559 6400  2  
[2026/03/11 20:13:35 463] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:35 466] isr        1559 6400  2  
[2026/03/11 20:13:35 840] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:35 845] isr        1559 6400  2  
[2026/03/11 20:13:36 120] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:36 129] isr        1559 6400  2  
[2026/03/11 20:13:36 507] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:36 524] isr        1559 6400  2  
[2026/03/11 20:13:36 603] isr        700  cloud_status_cb, eps:  1  
[2026/03/11 20:13:36 612] isr        798  1  cloud  
[2026/03/11 20:13:36 632] isr        813  cloud eps ignored  
[2026/03/11 20:13:36 692] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:36 702] isr        1559 6400  2  
[2026/03/11 20:13:36 814] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:36 832] isr        1559 11348  2  
[2026/03/11 20:13:37 536] isr        1547 ASR_MSG_AUW,   cloud  
[2026/03/11 20:13:37 541] isr        1559 0  4  
[2026/03/11 20:13:37 552] isr        1592 aud end, USER  
[2026/03/11 20:13:38 032] isr        854  [aud] speech end  
[2026/03/11 20:13:38 061] isr        798  3  msc  
[2026/03/11 20:13:38 229] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:38 258] isr        1335 0  nil  2  
[2026/03/11 20:13:38 665] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:38 740] isr        1335 0  nil  2  
[2026/03/11 20:13:38 940] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:38 970] isr        1335 0  nil  2  
[2026/03/11 20:13:39 439] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:39 528] isr        1335 0  nil  2  
[2026/03/11 20:13:39 756] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:39 784] isr        1335 0  nil  2  
[2026/03/11 20:13:39 993] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:40 008] isr        1335 0  nil  2  
[2026/03/11 20:13:40 268] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:40 272] isr        1335 0  nil  2  
[2026/03/11 20:13:40 461] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:40 476] isr        1335 0  nil  2  
[2026/03/11 20:13:40 674] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:40 682] isr        1335 0  nil  2  
[2026/03/11 20:13:40 881] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:40 884] isr        1335 0  nil  2  
[2026/03/11 20:13:41 093] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:41 097] isr        1335 0  nil  2  
[2026/03/11 20:13:42 157] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:42 163] isr        1335 0  nil  2  
[2026/03/11 20:13:42 360] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:42 370] isr        1335 0  nil  2  
[2026/03/11 20:13:42 610] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:42 676] isr        1335 0  nil  2  
[2026/03/11 20:13:42 874] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:42 887] isr        1335 0  nil  2  
[2026/03/11 20:13:43 084] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:43 090] isr        1335 0  nil  2  
[2026/03/11 20:13:43 316] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:43 320] isr        1335 0  nil  2  
[2026/03/11 20:13:43 513] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:43 527] isr        1335 0  nil  2  
[2026/03/11 20:13:43 721] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:43 736] isr        1335 0  nil  2  
[2026/03/11 20:13:44 245] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:44 301] isr        1335 0  nil  2  
[2026/03/11 20:13:44 489] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:44 498] isr        1335 0  nil  2  
[2026/03/11 20:13:44 707] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:44 709] isr        1335 0  nil  2  
[2026/03/11 20:13:44 922] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:44 935] isr        1335 0  nil  2  
[2026/03/11 20:13:45 120] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:45 126] isr        1335 0  nil  2  
[2026/03/11 20:13:45 333] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:45 341] isr        1335 0  nil  2  
[2026/03/11 20:13:45 760] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:45 794] isr        1335 0  nil  2  
[2026/03/11 20:13:45 971] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:45 981] isr        1335 0  nil  2  
[2026/03/11 20:13:46 208] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:46 249] isr        1335 0  nil  2  
[2026/03/11 20:13:46 428] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:46 437] isr        1335 0  nil  2  
[2026/03/11 20:13:46 618] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:46 625] isr        1335 0  nil  2  
[2026/03/11 20:13:46 982] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:47 013] isr        1335 0  nil  2  
[2026/03/11 20:13:47 197] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:47 199] isr        1335 0  nil  2  
[2026/03/11 20:13:47 388] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:47 389] isr        1335 0  nil  2  
[2026/03/11 20:13:47 581] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:47 582] isr        1335 0  nil  2  
[2026/03/11 20:13:47 756] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:47 757] isr        1335 0  nil  2  
[2026/03/11 20:13:48 109] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:48 187] isr        1335 0  nil  2  
[2026/03/11 20:13:48 368] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:48 403] isr        1335 0  nil  2  
[2026/03/11 20:13:48 604] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:48 611] isr        1335 0  nil  2  
[2026/03/11 20:13:48 790] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:48 798] isr        1335 0  nil  2  
[2026/03/11 20:13:49 626] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:49 700] isr        1335 0  nil  2  
[2026/03/11 20:13:49 907] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:49 918] isr        1335 0  nil  2  
[2026/03/11 20:13:50 109] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:50 117] isr        1335 0  nil  2  
[2026/03/11 20:13:50 554] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:50 700] isr        1335 0  nil  2  
[2026/03/11 20:13:50 900] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:50 909] isr        1335 0  nil  2  
[2026/03/11 20:13:51 104] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:51 112] isr        1335 0  nil  2  
[2026/03/11 20:13:51 179] isr        662  cloud_rslt_cb status =   0  
[2026/03/11 20:13:51 188] isr        641  process_result call:  cloud  udata(240523c8) 0  nil  
[2026/03/11 20:13:51 313] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:51 325] isr        1335 0  udata(240523c8) 0  
[2026/03/11 20:13:51 530] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:51 564] isr        1335 0  nil  2  
[2026/03/11 20:13:51 952] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:52 024] isr        1335 0  nil  2  
[2026/03/11 20:13:52 225] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:52 256] isr        1335 0  nil  2  
[2026/03/11 20:13:52 475] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:52 478] isr        1335 0  nil  2  
[2026/03/11 20:13:52 674] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:52 685] isr        1335 0  nil  2  
[2026/03/11 20:13:52 712] isr        1764 !!! isr session timeout  
[2026/03/11 20:13:52 901] isr        1636 ASR_MSG_GRSLT,   cloud  
[2026/03/11 20:13:52 912] isr        1335 10114  nil  2  
[2026/03/11 20:13:52 992] isr        1639 ASR_MSG_SSE,   cloud  
[2026/03/11 20:13:53 008] isr        1356 session_end() [in]  
[2026/03/11 20:13:53 043] isr        1421 cloud_session_end() [in]  
[2026/03/11 20:13:53 112] isr        1488 ns_host=  open.xf-yun.com  
[2026/03/11 20:13:53 258] isr        1514 cloud_session_end() [out]  
[2026/03/11 20:13:53 332] isr        1667 isr unload!  
============================================================
Time  2026/03/11 20:15:09 698 
============================================================
[2026/03/11 20:15:09 710] isr        1659 isr loaded!  
